観測点番号,震度発表名称,機関,緯度,経度,メッシュコード,JCODE,AVS,ARV
4203332,飯綱町芋川＊,自治体,36.7632,138.2548,5538121032,6,405.6,0.9882
4210000,松本市沢村（旧）,気象庁,36.25,137.97,5437370721,8,540.1,0.7742
4210001,松本市沢村,気象庁,36.2467,137.9704,5437279741,8,541.1,0.7731
4210020,松本市美須々＊,防災科研,36.256397,137.978497,5437370834,11,406.8,0.9857
4210021,松本市安曇＊,防災科研,36.1833,137.7852,5437261244,8,562.3,0.7482
4210030,松本市丸の内（旧）＊,自治体,36.23,137.97,5437277741,11,395.6,1.0095
4210031,松本市会田＊,自治体,36.3492,137.991,5437471934,8,548.4,0.7642
4210032,松本市奈川（旧）＊,自治体,36.08,137.68,5437059432,8,594.1,0.7139
4210033,松本市梓川梓＊,自治体,36.2238,137.8678,5437266934,8,485.1,0.8485
4210034,松本市丸の内＊,自治体,36.2381,137.972,5437278742,11,400.2,0.9995
4210035,松本市波田＊,自治体,36.2007,137.856,5437264812,8,516.9,0.8038
4210036,松本市奈川＊,自治体,36.0892,137.6822,5437150441,9,430.8,0.9387
4210040,松本市寿＊,自治体,36.1821,137.9758,5437271833,11,408.1,0.9831
4210070,安曇村上高地,気象庁,36.25,137.63,5437350012,11,452.3,0.9006
4210100,上田市大手（旧）,気象庁,36.4,138.25,5438428011,8,473.4,0.8664
4210101,上田市築地,気象庁,36.3992,138.2081,5438417643,11,385,1.0331
4210120,上田市役所＊,自治体,36.4,138.25,5438428011,8,473.4,0.8664
4210121,上田市大手＊,防災科研,36.401778,138.248306,5438418922,8,480.4,0.8555
4210130,上田市上丸子＊,自治体,36.3238,138.2703,5438328143,11,400.4,0.9991
4210131,上田市上武石＊,自治体,36.2835,138.2304,5438314812,11,412.5,0.9741
4210132,上田市真田町長＊,自治体,36.4407,138.304,5438522434,11,411.9,0.9753
4210170,上田通報所,気象庁,36.42,138.27,5438520123,1,641.3,0.6689
4210230,岡谷市幸町（旧）＊,自治体,36.07,138.05,5438008413,8,456.4,0.8936
4210231,岡谷市幸町＊,自治体,36.067,138.0493,5438008322,8,453.6,0.8984
4210300,諏訪市湖岸通り,気象庁,36.0461,138.1095,5438005842,15,188.9,1.8952
4210330,諏訪市高島＊,自治体,36.0391,138.1142,5438004931,15,195.9,1.8369
4210420,小諸市小諸消防署＊,防災科研,36.328097,138.435697,5438339424,5,309.6,1.2438
4210430,小諸市相生町＊,自治体,36.33,138.43,5438339432,5,310.6,1.2405
4210431,小諸市文化センター＊,自治体,36.3105,138.4381,5438337513,5,272.2,1.3882
4210530,茅野市塚原＊,自治体,36,138.17,5438010321,11,420.9,0.9576
4210531,茅野市葛井公園＊,自治体,36.0026,138.1409,5438010114,8,549.8,0.7626
4210620,塩尻市楢川保育園＊,防災科研,35.9748,137.8255,5337766633,8,574.2,0.7349
4210630,塩尻市広丘高出＊,自治体,36.1235,137.9508,5437174633,9,348.8,1.1237
4210631,塩尻市木曽平沢＊,自治体,35.984,137.8356,5337768622,8,538,0.7769
4210700,佐久市下小田切,気象庁,36.1932,138.4773,5438233811,11,407.7,0.9838
4210730,佐久市中込（旧）＊,自治体,36.25,138.48,5438330812,5,263.2,1.4283
4210731,佐久市臼田（旧）＊,自治体,36.2,138.48,5438234812,11,400.3,0.9993
4210732,佐久市甲（旧）＊,自治体,36.27,138.4,5438332213,9,345.9,1.1317
4210733,佐久市中込＊,自治体,36.2488,138.4768,5438239833,5,279.2,1.3585
4210734,佐久市甲＊,自治体,36.2743,138.405,5438332234,5,264.1,1.4241
4210735,佐久市望月＊,自治体,36.2649,138.3622,5438321844,8,534.2,0.7815
4210736,佐久市臼田＊,自治体,36.1959,138.479,5438233832,11,400.4,0.9992
4211020,小海町豊里＊,防災科研,36.095597,138.484397,5438131824,5,344.6,1.1353
4211130,長野川上村大深山＊,自治体,35.9735,138.5845,5338746644,11,436.2,0.9288
4211230,長野南牧村海ノ口＊,自治体,36.0209,138.4921,5438032932,10,521.5,0.7977
4211330,南相木村見上＊,自治体,36.036,138.547,5438044324,6,405.6,0.9882
4211430,北相木村役場＊,自治体,36.0592,138.5509,5438047411,8,575.9,0.7331
4211600,軽井沢町追分（旧）,気象庁,36.35,138.55,5438442411,5,309.6,1.244
4211601,軽井沢町追分,気象庁,36.3421,138.5472,5438441322,5,305.7,1.2573
4211630,軽井沢町長倉＊,自治体,36.3483,138.5969,5438441744,8,559.4,0.7515
4211670,軽井沢旧測候所,気象庁,36.33,138.6,5438349742,5,263.2,1.4283
4211830,御代田町御代田＊,自治体,36.32,138.52,5438348123,5,296.1,1.2919
4211831,御代田町役場＊,自治体,36.3229,138.507,5438348041,5,300.9,1.2744
4211930,立科町芦田（旧）＊,自治体,36.27,138.32,5438322523,10,508.1,0.8157
4211931,立科町芦田（旧２）＊,自治体,36.27,138.32,5438322523,10,508.1,0.8157
4211932,立科町芦田＊,自治体,36.2721,138.316,5438322532,5,288.6,1.3206
4212830,青木村田沢青木＊,自治体,36.3703,138.1288,5438414014,8,547.5,0.7653
4212930,下諏訪町役場＊,自治体,36.0696,138.08,5438008614,15,202.8,1.7835
4213030,富士見町落合＊,自治体,35.9147,138.2407,5338619934,5,290.9,1.3118
4213130,原村役場＊,自治体,35.9644,138.2174,5338715732,5,298.1,1.2847
4213630,麻績村麻＊,自治体,36.4561,138.0453,5438504341,11,407.2,0.985
4213830,生坂村役場＊,自治体,36.4253,137.9274,5437571411,8,554.2,0.7574
4214030,山形村役場＊,自治体,36.1681,137.879,5437270012,9,361.1,1.091
4214130,朝日村小野沢＊,自治体,36.12,137.87,5437164923,9,403.5,0.9925
4214131,朝日村役場＊,自治体,36.1236,137.8661,5437164934,11,416.4,0.9663
4214930,東御市県＊,自治体,36.3595,138.3303,5438423612,8,453.3,0.8989
4214931,東御市大日向＊,自治体,36.3322,138.3461,5438329743,8,471.7,0.869
4215030,佐久穂町高野町＊,自治体,36.1611,138.4836,5438139823,10,497.8,0.83
4215031,佐久穂町畑＊,自治体,36.1371,138.4718,5438136723,8,574.3,0.7348
4215120,長和町古町＊,防災科研,36.256397,138.266897,5438320134,8,563.7,0.7465
4215130,長和町和田＊,自治体,36.2075,138.2143,5438214733,11,413.8,0.9716
4215200,安曇野市穂高支所（旧）,気象庁,36.33,137.88,5437379032,11,399.4,1.0013
4215201,安曇野市穂高支所,気象庁,36.3385,137.8868,5437470042,11,397.8,1.0048
4215220,安曇野市穂高福祉センター＊,防災科研,36.3378,137.8694,5437460941,11,400.4,0.9992
4215230,安曇野市明科（旧）＊,自治体,36.35,137.93,5437472412,8,565.3,0.7447
4215231,安曇野市豊科（旧）＊,自治体,36.3,137.9,5437376211,11,395.5,1.0098
4215232,安曇野市三郷（旧）＊,自治体,36.27,137.9,5437372213,8,425.7,0.9484
4215233,安曇野市堀金＊,自治体,36.2946,137.8762,5437375013,11,397,1.0065
4215234,安曇野市明科＊,自治体,36.3565,137.9287,5437472434,8,531.4,0.785
4215235,安曇野市豊科＊,自治体,36.304,137.9058,5437376214,11,396.4,1.0077
4215236,安曇野市三郷＊,自治体,36.2605,137.8922,5437371114,8,432.8,0.9351
4215300,筑北村坂井（旧）,気象庁,36.42,138.1,5438500724,1,641.3,0.6689
4215301,筑北村坂井,気象庁,36.4101,138.0974,5438409722,1,641.3,0.6689
4215330,筑北村西条＊,自治体,36.4029,138.0117,5438408024,10,498.3,0.8293
4215331,筑北村坂北＊,自治体,36.428,138.0176,5438501114,11,411.6,0.9759
4220000,飯田市馬場町,気象庁,35.52,137.83,5337262614,9,363.6,1.0848
4220001,飯田市高羽町（旧）,気象庁,35.52,137.82,5337262523,9,360.1,1.0936
4220002,飯田市高羽町,気象庁,35.5232,137.8226,5337262544,9,380,1.0446
4220010,飯田市高羽町（旧２）,気象庁,35.52,137.82,5337262523,9,360.1,1.0936
4220020,飯田市上郷黒田＊,防災科研,35.5232,137.8374,5337262644,9,366.8,1.0767
4220030,飯田市上村（旧）＊,自治体,35.38,137.97,5337075741,1,775.5,0.5689
4220031,飯田市南信濃＊,自治体,35.3225,137.9342,5237778441,10,463.9,0.8813
4220032,飯田市大久保町（旧）＊,自治体,35.52,137.82,5337262523,9,360.1,1.0936
4220033,飯田市大久保町＊,自治体,35.5147,137.8218,5337261543,9,367.9,1.0739
4220034,飯田市上村＊,自治体,35.3871,137.9693,5337076723,10,497.4,0.8305
4220100,伊那市高遠町荊口,気象庁,35.8766,138.1313,5338615021,1,775.5,0.5689
4220120,伊那市下新田＊,防災科研,35.8282,137.9532,5337579614,11,401.8,0.9963
4220130,伊那市高遠町西高遠＊,自治体,35.8375,138.0581,5338600441,8,572,0.7373
4220131,伊那市長谷溝口＊,自治体,35.7922,138.0848,5338505622,9,408.5,0.9822
4220170,三峰川通報所,気象庁,35.83,138.05,5338509431,9,389.6,1.0228
4220220,駒ヶ根市赤須町＊,防災科研,35.7304,137.9341,5337477441,9,364.7,1.0819
4220400,辰野町中央,気象庁,35.9823,137.9876,5337777933,11,405.5,0.9885
4220530,箕輪町中箕輪＊,自治体,35.9151,137.9819,5337679843,9,382.7,1.0384
4220600,飯島町飯島（旧）,気象庁,35.68,137.93,5337471432,8,498.5,0.8289
4220601,飯島町飯島,気象庁,35.6767,137.9195,5337471321,8,533,0.7831
4220730,南箕輪村役場＊,自治体,35.8729,137.9751,5337674831,8,469.4,0.8726
4220830,中川村大草＊,自治体,35.6346,137.946,5337376521,9,386,1.0308
4221030,宮田村役場＊,自治体,35.7689,137.9443,5337572523,8,521.2,0.7981
4221130,松川町元大島＊,自治体,35.5972,137.9097,5337371242,8,509.1,0.8142
4221230,長野高森町下市田＊,自治体,35.5515,137.8785,5337276012,8,487.9,0.8444
4221330,阿南町東条＊,自治体,35.3236,137.8161,5237768534,2,400.3,0.9994
4221530,阿智村駒場＊,自治体,35.4438,137.7474,5337153924,8,545,0.7684
4221531,阿智村浪合＊,自治体,35.3743,137.6904,5337054533,8,579.8,0.7289
4221532,阿智村清内路＊,自治体,35.4897,137.7023,5337158633,8,576.8,0.7321
4221731,平谷村役場＊,自治体,35.3232,137.63,5237758034,10,520.5,0.799
4221830,根羽村役場（旧）＊,自治体,35.25,137.58,5237740612,1,775.5,0.5689
4221831,根羽村役場（旧２）＊,自治体,35.25,137.58,5237740612,1,775.5,0.5689
4221832,根羽村役場＊,自治体,35.2531,137.5813,5237740623,8,570.4,0.7391
4221930,下條村睦沢＊,自治体,35.3974,137.786,5337067242,8,554.5,0.7571
4222030,売木村役場（旧）＊,自治体,35.27,137.72,5237752723,1,775.5,0.5689
4222031,売木村役場＊,自治体,35.2711,137.7111,5237752642,8,562.6,0.7478
4222120,天龍村天龍小学校＊,自治体,35.28,137.85,5237763742,1,775.5,0.5689
4222121,天龍村清水＊,防災科研,35.286333,137.857111,5237764823,8,539.1,0.7755
4222130,天龍村平岡＊,自治体,35.2762,137.8541,5237763812,8,540.9,0.7733
4222170,平岡通報所,気象庁,35.28,137.85,5237763742,1,775.5,0.5689
4222200,泰阜村梨久保,気象庁,35.3627,137.8593,5337063841,1,775.5,0.5689
4222230,泰阜村役場（旧）＊,自治体,35.38,137.85,5337065742,3,373,1.0613
4222231,泰阜村役場＊,自治体,35.3775,137.846,5337065723,3,422.4,0.9545
4222330,喬木村役場＊,自治体,35.5138,137.8738,5337261942,11,391.9,1.0175
4222430,豊丘村神稲＊,自治体,35.5516,137.8957,5337276121,10,453.9,0.898
4222520,大鹿村大河原＊,防災科研,35.578697,138.0338,5338209223,10,513,0.8089
4222930,上松町駅前通り＊,自治体,35.7841,137.6941,5337554521,8,572.8,0.7364
4223020,南木曽町読書小学校＊,防災科研,35.6079,137.6125,5337342933,8,553.4,0.7584
4223030,南木曽町役場＊,自治体,35.6038,137.609,5337342823,10,460.1,0.8875
4223230,木祖村薮原＊,自治体,35.9364,137.7832,5337762223,10,529.2,0.7878
4223620,王滝村鈴ヶ沢＊,防災科研,35.8132,137.5295,5337547232,8,584.4,0.724
4223630,王滝村役場＊,自治体,35.8094,137.5509,5337547411,8,586.2,0.7221
4223730,大桑村長野＊,自治体,35.6829,137.6649,5337451333,8,562.2,0.7483
4223920,木曽町新開＊,防災科研,35.8562,137.707797,5337652641,8,541.5,0.7725
4223930,木曽町福島（旧）＊,自治体,35.85,137.7,5337652522,10,523.3,0.7954
4223931,木曽町日義（旧）＊,自治体,35.88,137.75,5337665031,10,521.8,0.7974
4223932,木曽町開田高原西野＊,自治体,35.934,137.6022,5337742811,5,310,1.2425
4223933,木曽町三岳＊,自治体,35.8464,137.6261,5337651031,8,589.9,0.7183
4223934,木曽町日義（旧２）＊,自治体,35.88,137.75,5337665031,10,521.8,0.7974
4223935,木曽町日義＊,自治体,35.8775,137.7554,5337665014,8,574.6,0.7345
4223936,木曽町福島＊,自治体,35.8424,137.6915,5337651512,8,568.4,0.7412
4223970,三岳通報所,気象庁,35.85,137.63,5337652012,1,775.5,0.5689
4300000,高山市桐生町（旧）,気象庁,36.15,137.25,5437128011,11,397.3,1.0059
4300001,高山市丹生川町森部,気象庁,36.2263,137.3123,5437227422,1,775.5,0.5689
4300002,高山市桐生町,気象庁,36.1557,137.2532,5437128032,11,395.5,1.0098
4300020,高山市消防署＊,防災科研,36.153597,137.251397,5437128013,11,395.7,1.0092
4300021,高山市奥飛騨温泉郷栃尾＊,防災科研,36.2492,137.5174,5437249134,11,428.5,0.9431
4300030,高山市丹生川町坊方＊,自治体,36.1702,137.3099,5437220424,8,549.1,0.7635
4300031,高山市清見町（旧）＊,自治体,36.13,137.18,5437115432,10,491.7,0.8388
4300032,高山市荘川町（旧）＊,自治体,36.03,136.95,5436073542,6,405.6,0.9882
4300033,高山市一之宮町＊,自治体,36.0835,137.2393,5437110911,10,494.5,0.8346
4300034,高山市久々野町（旧）＊,自治体,36.05,137.28,5437026212,10,500,0.8269
4300035,高山市朝日町＊,自治体,36.0889,137.3469,5437120742,8,574.2,0.7349
4300036,高山市高根町（旧）＊,自治体,36.03,137.48,5437033832,1,775.5,0.5689
4300037,高山市国府町（旧）＊,自治体,36.22,137.22,5437216723,10,490.4,0.8406
4300038,高山市上宝町本郷（旧）＊,自治体,36.28,137.37,5437323941,1,775.5,0.5689
4300039,高山市荘川町＊,自治体,36.0335,136.956,5436074612,10,518.1,0.8021
4300040,高山市清見町＊,自治体,36.1287,137.1869,5437115424,10,502.7,0.823
4300041,高山市久々野町（旧２）＊,自治体,36.05,137.28,5437026212,10,500,0.8269
4300042,高山市高根町＊,自治体,36.0368,137.4855,5437034824,8,552.6,0.7594
4300043,高山市国府町＊,自治体,36.2113,137.215,5437215713,10,479.5,0.8569
4300044,高山市上宝町本郷＊,自治体,36.2865,137.3635,5437324913,8,544.3,0.7692
4300045,高山市久々野町＊,自治体,36.0485,137.2752,5437025233,8,550.1,0.7623
4300060,高根村上ヶ洞（旧）＊,自治体,36.03,137.48,5437033832,1,775.5,0.5689
4300930,白川村鳩谷＊,自治体,36.2708,136.8985,5436372124,8,553.2,0.7586
4300970,庄川通報所,気象庁,36.15,136.92,5436178321,1,641.3,0.6689
4302000,飛騨市神岡町（旧）,気象庁,36.33,137.3,5437329431,8,536.3,0.7789
4302001,飛騨市神岡町殿,気象庁,36.3199,137.311,5437328424,8,550.2,0.7622
4302020,飛騨市河合町元田＊,防災科研,36.2734,137.025297,5437302233,8,547.1,0.7658
4302021,飛騨市神岡町東町（旧）＊,自治体,36.33,137.3,5437329431,8,536.3,0.7789
4302030,飛騨市古川町＊,自治体,36.2382,137.1862,5437218442,10,466.6,0.877
4302031,飛騨市河合町角川＊,自治体,36.3041,137.1041,5437306814,8,552,0.76
4302032,飛騨市宮川町（旧）＊,自治体,36.33,137.13,5437319032,1,775.5,0.5689
4302033,飛騨市神岡町東町（旧）＊,自治体,36.33,137.3,5437329431,8,536.3,0.7789
4302034,飛騨市宮川町（旧２）＊,自治体,36.33,137.13,5437319032,1,775.5,0.5689
4302035,飛騨市宮川町＊,自治体,36.3286,137.1409,5437319114,8,548.6,0.764
4302036,飛騨市神岡町東町＊,自治体,36.332,137.3013,5437329433,8,537.4,0.7775
4302100,下呂市森,気象庁,35.8058,137.2441,5337516941,8,534.7,0.7809
4302121,下呂市下呂小学校＊,防災科研,35.8029,137.245,5337516923,8,512.9,0.8091
4302130,下呂市萩原町（旧）＊,自治体,35.88,137.22,5337615741,8,553.5,0.7582
4302131,下呂市小坂町＊,自治体,35.9509,137.2604,5337724022,8,560.8,0.7499
4302132,下呂市金山町＊,自治体,35.6633,137.1618,5337319242,8,503.6,0.8219
4302133,下呂市馬瀬＊,自治体,35.8712,137.1744,5337614342,8,566,0.7439
4302134,下呂市萩原町＊,自治体,35.8764,137.2108,5337615622,10,469.6,0.8723
4302170,萩原通報所,気象庁,35.87,137.22,5337614723,8,550.7,0.7615
4310030,多治見市三笠町＊,自治体,35.3328,137.1322,5237719043,10,381.9,1.0402
4310031,多治見市笠原町＊,自治体,35.3023,137.1699,5237716323,8,503.7,0.8217
4310100,中津川市かやの木町,気象庁,35.4891,137.5004,5337148031,11,385.9,1.0309
4310120,中津川市本町＊,防災科研,35.4887,137.5,5337148031,11,385.9,1.0309
4310121,中津川市小栗山＊,防災科研,35.6576,137.4258,5337338433,8,532.4,0.7838
4310130,中津川市坂下＊,自治体,35.572,137.5276,5337248231,10,451.5,0.902
4310131,中津川市川上（旧）＊,自治体,35.62,137.5,5337344013,1,775.5,0.5689
4310132,中津川市加子母＊,自治体,35.7153,137.3711,5337425943,8,550.5,0.7618
4310133,中津川市付知町（旧）＊,自治体,35.65,137.43,5337338412,8,547.3,0.7656
4310134,中津川市福岡＊,自治体,35.5604,137.452,5337237611,8,522,0.797
4310135,中津川市蛭川（旧）＊,自治体,35.52,137.38,5337232014,2,400.3,0.9994
4310136,中津川市山口（旧）＊,自治体,35.55,137.55,5337246411,8,561,0.7497
4310137,中津川市川上＊,自治体,35.6099,137.4984,5337333922,10,481,0.8546
4310138,中津川市付知町＊,自治体,35.6611,137.4291,5337339414,8,550.1,0.7622
4310139,中津川市蛭川＊,自治体,35.5227,137.3815,5337232041,3,341.3,1.1449
4310140,中津川市山口＊,自治体,35.5575,137.5438,5337246343,8,549.9,0.7625
4310230,瑞浪市上平町（旧）＊,自治体,35.37,137.25,5337024013,10,409.7,0.9798
4310231,瑞浪市上平町＊,自治体,35.3617,137.2546,5337023014,10,406.9,0.9855
4310320,恵那市長島小学校＊,防災科研,35.4495,137.403897,5337133234,8,515.9,0.8051
4310330,恵那市長島町（旧）＊,自治体,35.45,137.42,5337134321,8,514.5,0.807
4310331,恵那市岩村町＊,自治体,35.3647,137.4404,5337033533,8,538.2,0.7766
4310332,恵那市山岡町（旧）＊,自治体,35.35,137.38,5337032012,10,460.9,0.8862
4310333,恵那市明智町＊,自治体,35.3017,137.3874,5237736022,3,447.1,0.9094
4310334,恵那市串原（旧）＊,自治体,35.25,137.38,5237730012,1,775.5,0.5689
4310335,恵那市上矢作町＊,自治体,35.295,137.4839,5237735823,1,775.5,0.5689
4310336,恵那市山岡町＊,自治体,35.3519,137.3816,5337032021,8,533.3,0.7827
4310337,恵那市串原＊,自治体,35.2607,137.4058,5237731214,3,392.1,1.0171
4310338,恵那市長島町＊,自治体,35.4493,137.4128,5337133333,8,504.9,0.82
4310370,恵那通報所,気象庁,35.45,137.4,5337134211,10,438.6,0.9245
4310400,美濃加茂市太田町,気象庁,35.44,137.0167,5337102134,11,326.5,1.1888
4310420,美濃加茂市西町＊,防災科研,35.442597,137,5337103011,8,454.1,0.8975
4310520,土岐市泉町＊,防災科研,35.388197,137.2158,5337016732,3,397.3,1.0057
4310530,土岐市肥田＊,自治体,35.3529,137.2148,5337012713,8,493.1,0.8367
4310630,可児市広見＊,自治体,35.4261,137.0611,5337101422,10,369.9,1.0688
4310631,可児市兼山（旧）＊,自治体,35.45,137.1,5337104722,3,440.1,0.9218
4310632,可児市兼山＊,自治体,35.458,137.0942,5337104743,3,498.8,0.8286
4310730,坂祝町取組＊,自治体,35.4267,136.9854,5336171822,8,461.2,0.8858
4310830,富加町滝田＊,自治体,35.4848,136.9797,5336178812,8,452,0.9011
4310930,岐阜川辺町中川辺（旧）＊,自治体,35.48,137.07,5337107541,8,452.9,0.8996
4310931,川辺町中川辺＊,自治体,35.4866,137.0706,5337108523,8,471.3,0.8695
4311030,七宗町上麻生＊,自治体,35.5438,137.1199,5337205923,8,508.6,0.8149
4311130,八百津町八百津＊,自治体,35.476,137.1415,5337117112,8,485.9,0.8472
4311170,丸山通報所,気象庁,35.48,137.13,5337117032,1,775.5,0.5689
4311200,白川町黒川,気象庁,35.6039,137.3547,5337322814,2,400.3,0.9994
4311230,白川町河岐＊,自治体,35.5819,137.1878,5337219533,8,515.6,0.8054
4311330,東白川村神土＊,自治体,35.6426,137.3238,5337327522,8,535.3,0.7802
4311430,御嵩町御嵩＊,自治体,35.4342,137.1308,5337112012,8,495.1,0.8338
4311470,可児川通報所,気象庁,35.43,137.13,5337111032,8,472.4,0.8678
4320000,岐阜市加納二之丸,気象庁,35.4006,136.7626,5336068111,12,205.4,1.7642
4320020,岐阜市京町（旧）＊,自治体,35.42,136.75,5336160013,11,279.2,1.3586
4320021,岐阜市京町＊,防災科研,35.424797,136.756797,5336160043,11,281.7,1.3481
4320030,岐阜市柳津町＊,自治体,35.366,136.7379,5336053933,12,197,1.8286
4320130,大垣市丸の内＊,自治体,35.37,136.62,5336044923,13,158.1,2.2055
4320131,大垣市上石津町＊,自治体,35.2829,136.4725,5236733744,1,775.5,0.5689
4320132,大垣市墨俣町（旧）＊,自治体,35.37,136.68,5336054414,12,197.9,1.821
4320133,大垣市墨俣町＊,自治体,35.3597,136.6818,5336053421,13,153.1,2.2668
4320230,関市若草通り＊,自治体,35.4958,136.9179,5336179314,8,424.5,0.9506
4320231,関市洞戸市場（旧）＊,自治体,35.6,136.82,5336362521,10,403.1,0.9935
4320232,関市板取＊,自治体,35.7032,136.8034,5336464414,10,448,0.9079
4320233,関市武芸川町＊,自治体,35.5349,136.8443,5336264721,11,338.7,1.1522
4320234,関市中之保（旧）＊,自治体,35.57,137.02,5337208123,1,775.5,0.5689
4320235,関市上之保（旧）＊,自治体,35.62,137.03,5337304214,1,775.5,0.5689
4320236,関市中之保＊,自治体,35.5684,137.0103,5337208022,8,493.2,0.8365
4320237,関市洞戸市場＊,自治体,35.6034,136.8172,5336362514,8,508.7,0.8148
4320238,関市上之保＊,自治体,35.6133,137.0409,5337303332,8,514.4,0.8071
4320330,美濃市役所＊,自治体,35.5447,136.9076,5336275223,8,469.9,0.8717
4320430,羽島市竹鼻町（旧）＊,自治体,35.32,136.7,5236758524,12,189.1,1.8935
4320431,羽島市竹鼻町＊,自治体,35.3199,136.7033,5236758614,12,192,1.8686
4320530,各務原市那加桜町＊,自治体,35.4,136.85,5336068722,8,399.4,1.0013
4320531,各務原市川島河田町（旧）＊,自治体,35.37,136.83,5336064614,11,290.8,1.312
4320532,各務原市川島河田町＊,自治体,35.363,136.8292,5336063632,11,289.7,1.3163
4320730,岐南町八剣（旧）＊,自治体,35.38,136.78,5336065232,13,159.3,2.1907
4320731,岐南町八剣（旧２）＊,自治体,35.38,136.78,5336065232,13,159.3,2.1907
4320732,岐南町八剣＊,自治体,35.3897,136.7826,5336066243,13,163.8,2.1402
4320830,笠松町司町（旧）＊,自治体,35.37,136.77,5336064123,22,208.3,1.7432
4320831,笠松町司町＊,自治体,35.3672,136.7632,5336064111,12,207.4,1.7502
4321330,養老町高田＊,自治体,35.3085,136.5614,5236747422,11,274.7,1.3774
4321530,垂井町役場（旧）＊,自治体,35.37,136.53,5336044214,11,310.6,1.2406
4321531,垂井町役場＊,自治体,35.3703,136.5271,5336044213,11,317,1.2192
4321630,関ケ原町関ケ原（旧）＊,自治体,35.37,136.47,5336034723,8,504.9,0.8201
4321631,関ケ原町関ケ原＊,自治体,35.3655,136.467,5336033734,8,482.9,0.8518
4321730,神戸町神戸（旧）＊,自治体,35.42,136.62,5336140923,11,286.8,1.3278
4321731,神戸町神戸＊,自治体,35.4173,136.6085,5336140821,11,283.2,1.342
4321830,輪之内町四郷＊,自治体,35.2851,136.6374,5236754022,13,149.9,2.3074
4321930,安八町氷取＊,自治体,35.3353,136.6654,5336050311,12,192.3,1.866
4322100,揖斐川町三輪（旧２）,気象庁,35.48,136.57,5336147541,11,316.8,1.2197
4322101,揖斐川町上南方,気象庁,35.48,136.57,5336147541,11,316.8,1.2197
4322102,揖斐川町三輪,気象庁,35.4874,136.5678,5336148514,11,310.7,1.2402
4322120,揖斐川町東杉原＊,防災科研,35.636497,136.4882,5336336913,8,522.5,0.7964
4322121,揖斐川町中籠橋＊,防災科研,35.4829,136.5714,5336147543,11,315.7,1.2235
4322130,揖斐川町谷汲＊,自治体,35.5268,136.6086,5336243821,1,775.5,0.5689
4322131,揖斐川町春日（旧）＊,自治体,35.47,136.48,5336136814,1,775.5,0.5689
4322132,揖斐川町東津汲（旧）＊,自治体,35.55,136.5,5336246011,1,775.5,0.5689
4322133,揖斐川町西横山＊,自治体,35.5848,136.4574,5336330621,8,481.9,0.8532
4322134,揖斐川町坂内＊,自治体,35.603,136.4122,5336332224,8,522.3,0.7967
4322135,揖斐川町春日＊,自治体,35.4666,136.4813,5336135843,1,775.5,0.5689
4322136,揖斐川町東津汲＊,自治体,35.5567,136.507,5336246043,8,489.4,0.8421
4322330,大野町大野＊,自治体,35.4707,136.6276,5336156013,11,295.4,1.2947
4322430,岐阜池田町六之井＊,自治体,35.4423,136.5729,5336143522,11,307.8,1.25
4322930,北方町北方（旧）＊,自治体,35.43,136.68,5336151432,13,161.5,2.1657
4322931,北方町北方（旧２）＊,自治体,35.43,136.68,5336151432,13,161.5,2.1657
4322932,北方町北方＊,自治体,35.4357,136.6845,5336152424,12,210.4,1.7287
4323130,瑞穂市別府＊,自治体,35.3918,136.6908,5336057512,13,156.8,2.2204
4323131,瑞穂市宮田（旧）＊,自治体,35.4,136.65,5336058211,13,157.8,2.2092
4323132,瑞穂市宮田＊,自治体,35.4041,136.6497,5336058124,13,157.7,2.2099
4323600,岐阜山県市神崎,気象庁,35.7,136.72,5336454721,1,775.5,0.5689
4323601,岐阜山県市谷合運動場,気象庁,35.5937,136.7353,5336351822,8,475.4,0.8632
4323620,岐阜山県市美山支所＊,防災科研,35.5912,136.741397,5336350934,8,491.8,0.8386
4323630,岐阜山県市高木＊,自治体,35.5,136.78,5336260212,8,441.7,0.9191
4323631,岐阜山県市大門＊,自治体,35.5347,136.7275,5336254811,11,321.3,1.2052
4323632,岐阜山県市高富＊,自治体,35.4935,136.7857,5336169222,10,313,1.2324
4325130,本巣市文殊＊,自治体,35.4831,136.6788,5336157434,11,305.1,1.2595
4325131,本巣市下真桑（旧）＊,自治体,35.43,136.65,5336151231,11,283.1,1.3426
4325132,本巣市三橋＊,自治体,35.4513,136.6728,5336154322,12,214.8,1.6984
4325133,本巣市根尾＊,自治体,35.6348,136.6155,5336346911,10,410.9,0.9774
4325134,本巣市下真桑＊,自治体,35.4333,136.6574,5336151243,11,284.2,1.3378
4325200,郡上市八幡町島谷,気象庁,35.7487,136.964,5336479733,8,525.5,0.7925
4325220,郡上市八幡町旭＊,防災科研,35.7593,136.980797,5336571812,8,510,0.813
4325222,郡上市白鳥町長滝＊,防災科研,35.9219,136.831097,5336760632,8,556.6,0.7546
4325230,郡上市大和町（旧）＊,自治体,35.8,136.9,5336576211,1,775.5,0.5689
4325231,郡上市白鳥町白鳥（旧）＊,自治体,35.88,136.87,5336665941,11,395.8,1.009
4325232,郡上市高鷲町（旧）＊,自治体,35.95,136.88,5336774012,8,556.4,0.7549
4325233,郡上市美並町（旧）＊,自治体,35.67,136.95,5336470524,1,775.5,0.5689
